DHB,year,sex,cancer,incidence_num,incidence_rate,group
Counties Manukau,2013,Female,Uterine,82,27.6,Female
Hawke's Bay,2013,Female,Uterine,15,12.6,Female
Hutt Valley,2013,Female,Uterine,12,8.8,Female
Lakes,2013,Female,Uterine,12,15.6,Female
MidCentral,2013,Female,Uterine,25,16.9,Female
Nelson Marlborough,2013,Female,Uterine,14,11.6,Female
Northland,2013,Female,Uterine,16,10.7,Female
South Canterbury,2013,Female,Uterine,5,0,Female
Southern,2013,Female,Uterine,36,15.4,Female
Tairawhiti,2013,Female,Uterine,7,21.2,Female
Taranaki,2013,Female,Uterine,18,19.9,Female
Waikato,2013,Female,Uterine,43,15,Female
Wairarapa,2013,Female,Uterine,5,0,Female
Waitemata,2013,Female,Uterine,59,14.7,Female
West Coast,2013,Female,Uterine,2,0,Female
Whanganui,2013,Female,Uterine,5,0,Female
All New Zealand,2014,Female,Breast,3282,101.1,Female
Auckland,2014,Female,Breast,262,87.8,Female
Bay of Plenty,2014,Female,Breast,221,122.9,Female
Canterbury,2014,Female,Breast,361,96.3,Female
Capital & Coast,2014,Female,Breast,228,112.3,Female
Counties Manukau,2014,Female,Breast,311,98.6,Female
Hawke's Bay,2014,Female,Breast,145,109.9,Female
Hutt Valley,2014,Female,Breast,116,113.5,Female
Lakes,2014,Female,Breast,58,73.2,Female
MidCentral,2014,Female,Breast,123,95.4,Female
Nelson Marlborough,2014,Female,Breast,119,100.1,Female
Northland,2014,Female,Breast,145,108.8,Female
South Canterbury,2014,Female,Breast,48,95.8,Female
Southern,2014,Female,Breast,220,92.9,Female
Tairawhiti,2014,Female,Breast,39,118.8,Female
Taranaki,2014,Female,Breast,88,106.6,Female
Waikato,2014,Female,Breast,269,97.3,Female
Wairarapa,2014,Female,Breast,49,129.8,Female
Waitemata,2014,Female,Breast,391,99.5,Female
West Coast,2014,Female,Breast,30,119,Female
Whanganui,2014,Female,Breast,57,117.7,Female
All New Zealand,2014,Female,Ovarian,272,7.8,Female
Auckland,2014,Female,Ovarian,20,6.8,Female
Bay of Plenty,2014,Female,Ovarian,15,8.2,Female
Canterbury,2014,Female,Ovarian,33,7.7,Female
Capital & Coast,2014,Female,Ovarian,18,8.5,Female
Counties Manukau,2014,Female,Ovarian,30,9.6,Female
Hawke's Bay,2014,Female,Ovarian,5,0,Female
Hutt Valley,2014,Female,Ovarian,13,11.1,Female
Lakes,2014,Female,Ovarian,5,0,Female
MidCentral,2014,Female,Ovarian,12,7.4,Female
Nelson Marlborough,2014,Female,Ovarian,13,9.7,Female
Northland,2014,Female,Ovarian,12,9.3,Female
South Canterbury,2014,Female,Ovarian,5,0,Female
Southern,2014,Female,Ovarian,25,10.7,Female
Tairawhiti,2014,Female,Ovarian,3,0,Female
Taranaki,2014,Female,Ovarian,5,0,Female
Waikato,2014,Female,Ovarian,23,7.4,Female
Wairarapa,2014,Female,Ovarian,2,0,Female
Waitemata,2014,Female,Ovarian,28,6.3,Female
West Coast,2014,Female,Ovarian,1,0,Female
Whanganui,2014,Female,Ovarian,4,0,Female
All New Zealand,2014,Female,Thyroid,207,7.8,Female
Auckland,2014,Female,Thyroid,23,8.9,Female
Bay of Plenty,2014,Female,Thyroid,8,6.3,Female
Canterbury,2014,Female,Thyroid,17,6,Female
Capital & Coast,2014,Female,Thyroid,16,9.3,Female
Counties Manukau,2014,Female,Thyroid,29,10.7,Female
Hawke's Bay,2014,Female,Thyroid,11,7.7,Female
Hutt Valley,2014,Female,Thyroid,4,0,Female
Lakes,2014,Female,Thyroid,11,17.3,Female
MidCentral,2014,Female,Thyroid,10,11.3,Female
Nelson Marlborough,2014,Female,Thyroid,4,0,Female
Northland,2014,Female,Thyroid,6,5.5,Female
South Canterbury,2014,Female,Thyroid,3,0,Female
Southern,2014,Female,Thyroid,13,6.6,Female
Tairawhiti,2014,Female,Thyroid,3,0,Female
Taranaki,2014,Female,Thyroid,5,0,Female
Waikato,2014,Female,Thyroid,17,6.8,Female
Wairarapa,2014,Female,Thyroid,2,0,Female
Waitemata,2014,Female,Thyroid,19,5.8,Female
West Coast,2014,Female,Thyroid,1,0,Female
Whanganui,2014,Female,Thyroid,5,0,Female
All New Zealand,2014,Female,Uterine,526,15.5,Female
Auckland,2014,Female,Uterine,59,20.1,Female
Bay of Plenty,2014,Female,Uterine,26,12.8,Female
Canterbury,2014,Female,Uterine,37,8.9,Female
Capital & Coast,2014,Female,Uterine,36,18,Female
Counties Manukau,2014,Female,Uterine,81,25.7,Female
Hawke's Bay,2014,Female,Uterine,24,17.5,Female
Hutt Valley,2014,Female,Uterine,15,14.8,Female
Lakes,2014,Female,Uterine,10,13,Female
MidCentral,2014,Female,Uterine,27,18.7,Female
Nelson Marlborough,2014,Female,Uterine,22,14.9,Female
Northland,2014,Female,Uterine,18,12.2,Female
South Canterbury,2014,Female,Uterine,8,14,Female
Southern,2014,Female,Uterine,32,12.1,Female
Tairawhiti,2014,Female,Uterine,3,0,Female
Taranaki,2014,Female,Uterine,13,12.5,Female
Waikato,2014,Female,Uterine,51,17,Female
Wairarapa,2014,Female,Uterine,7,18.4,Female
Waitemata,2014,Female,Uterine,48,12.2,Female
West Coast,2014,Female,Uterine,2,0,Female
Whanganui,2014,Female,Uterine,7,11.5,Female
All New Zealand,2015,Female,Breast,3304,98.7,Female
Auckland,2015,Female,Breast,280,93.4,Female
Bay of Plenty,2015,Female,Breast,201,104.7,Female
Canterbury,2015,Female,Breast,377,95.9,Female
Capital & Coast,2015,Female,Breast,227,109.8,Female
Counties Manukau,2015,Female,Breast,348,106.8,Female
Hawke's Bay,2015,Female,Breast,117,97.4,Female
Hutt Valley,2015,Female,Breast,124,117.1,Female
Lakes,2015,Female,Breast,78,102.3,Female
MidCentral,2015,Female,Breast,123,87.6,Female
Nelson Marlborough,2015,Female,Breast,129,99.7,Female
Northland,2015,Female,Breast,128,92.1,Female
South Canterbury,2015,Female,Breast,45,88.3,Female
Southern,2015,Female,Breast,248,105.8,Female
Tairawhiti,2015,Female,Breast,45,132.2,Female
Taranaki,2015,Female,Breast,85,93.4,Female
Waikato,2015,Female,Breast,267,93.5,Female
Wairarapa,2015,Female,Breast,32,88.1,Female
Waitemata,2015,Female,Breast,370,91.3,Female
West Coast,2015,Female,Breast,14,57.3,Female
Whanganui,2015,Female,Breast,64,118.9,Female
All New Zealand,2015,Female,Ovarian,279,8.1,Female
Auckland,2015,Female,Ovarian,15,5.2,Female
Bay of Plenty,2015,Female,Ovarian,21,11.7,Female
Canterbury,2015,Female,Ovarian,25,6.2,Female
Capital & Coast,2015,Female,Ovarian,23,10.9,Female
Counties Manukau,2015,Female,Ovarian,26,8.3,Female
Hawke's Bay,2015,Female,Ovarian,15,12.2,Female
Hutt Valley,2015,Female,Ovarian,14,13.2,Female
Lakes,2015,Female,Ovarian,3,0,Female
MidCentral,2015,Female,Ovarian,10,6.7,Female
Nelson Marlborough,2015,Female,Ovarian,14,9.3,Female
Northland,2015,Female,Ovarian,10,9.6,Female
South Canterbury,2015,Female,Ovarian,8,13.4,Female
Southern,2015,Female,Ovarian,28,10.8,Female
Taranaki,2015,Female,Ovarian,6,7,Female
Waikato,2015,Female,Ovarian,21,6.6,Female
Wairarapa,2015,Female,Ovarian,2,0,Female
Waitemata,2015,Female,Ovarian,32,7.1,Female
Whanganui,2015,Female,Ovarian,6,9.5,Female
All New Zealand,2015,Female,Thyroid,214,7.8,Female
Auckland,2015,Female,Thyroid,26,9.2,Female
Bay of Plenty,2015,Female,Thyroid,8,5.1,Female
Canterbury,2015,Female,Thyroid,12,4.1,Female
Capital & Coast,2015,Female,Thyroid,13,7.6,Female
Counties Manukau,2015,Female,Thyroid,41,14.4,Female
Hawke's Bay,2015,Female,Thyroid,11,12,Female
Hutt Valley,2015,Female,Thyroid,6,6.8,Female
Lakes,2015,Female,Thyroid,6,7.6,Female
MidCentral,2015,Female,Thyroid,9,9.1,Female
Nelson Marlborough,2015,Female,Thyroid,3,0,Female
Northland,2015,Female,Thyroid,2,0,Female
Southern,2015,Female,Thyroid,9,4.5,Female
Tairawhiti,2015,Female,Thyroid,3,0,Female
Taranaki,2015,Female,Thyroid,3,0,Female
Waikato,2015,Female,Thyroid,16,7,Female
Wairarapa,2015,Female,Thyroid,2,0,Female
Waitemata,2015,Female,Thyroid,35,10.4,Female
Whanganui,2015,Female,Thyroid,9,20.6,Female
All New Zealand,2015,Female,Uterine,553,15.9,Female
Auckland,2015,Female,Uterine,49,16.1,Female
Bay of Plenty,2015,Female,Uterine,26,12.4,Female
Canterbury,2015,Female,Uterine,55,13.6,Female
Capital & Coast,2015,Female,Uterine,31,15.1,Female
Counties Manukau,2015,Female,Uterine,76,24.1,Female
Hawke's Bay,2015,Female,Uterine,25,16.6,Female
Hutt Valley,2015,Female,Uterine,15,13.7,Female
Lakes,2015,Female,Uterine,10,12.6,Female
MidCentral,2015,Female,Uterine,15,10,Female
Nelson Marlborough,2015,Female,Uterine,20,13.1,Female
Northland,2015,Female,Uterine,30,20.4,Female
South Canterbury,2015,Female,Uterine,7,14.4,Female
Southern,2015,Female,Uterine,30,11.3,Female
Tairawhiti,2015,Female,Uterine,7,19,Female
Taranaki,2015,Female,Uterine,16,16.1,Female
Waikato,2015,Female,Uterine,62,20.1,Female
Wairarapa,2015,Female,Uterine,5,0,Female
Waitemata,2015,Female,Uterine,59,13.8,Female
West Coast,2015,Female,Uterine,7,21.7,Female
Whanganui,2015,Female,Uterine,8,14.8,Female
All New Zealand,2016,Female,Breast,3319,97,Female
Auckland,2016,Female,Breast,297,98,Female
Bay of Plenty,2016,Female,Breast,162,84.7,Female
Canterbury,2016,Female,Breast,356,87.9,Female
Capital & Coast,2016,Female,Breast,207,98.1,Female
Counties Manukau,2016,Female,Breast,348,104,Female
Hawke's Bay,2016,Female,Breast,133,102.2,Female
Hutt Valley,2016,Female,Breast,105,95,Female
Lakes,2016,Female,Breast,89,113.9,Female
MidCentral,2016,Female,Breast,118,88.6,Female
Nelson Marlborough,2016,Female,Breast,124,100.7,Female
Northland,2016,Female,Breast,157,114.4,Female
South Canterbury,2016,Female,Breast,48,96.8,Female
Southern,2016,Female,Breast,260,105.6,Female
Tairawhiti,2016,Female,Breast,45,128.1,Female
Taranaki,2016,Female,Breast,84,90,Female
Waikato,2016,Female,Breast,302,102,Female
Wairarapa,2016,Female,Breast,39,94.9,Female
Waitemata,2016,Female,Breast,382,91.2,Female
West Coast,2016,Female,Breast,23,78.1,Female
Whanganui,2016,Female,Breast,40,66.5,Female
All New Zealand,2016,Female,Ovarian,274,7.7,Female
Auckland,2016,Female,Ovarian,23,7.3,Female
Bay of Plenty,2016,Female,Ovarian,8,3,Female
Canterbury,2016,Female,Ovarian,23,4.8,Female
Capital & Coast,2016,Female,Ovarian,22,9.6,Female
Counties Manukau,2016,Female,Ovarian,31,9.4,Female
Hawke's Bay,2016,Female,Ovarian,12,10.1,Female
Hutt Valley,2016,Female,Ovarian,11,10.5,Female
Lakes,2016,Female,Ovarian,6,6.8,Female
MidCentral,2016,Female,Ovarian,12,11.2,Female
Nelson Marlborough,2016,Female,Ovarian,14,8.5,Female
Northland,2016,Female,Ovarian,11,7.9,Female
South Canterbury,2016,Female,Ovarian,2,0,Female
Southern,2016,Female,Ovarian,21,8,Female
Tairawhiti,2016,Female,Ovarian,1,0,Female
Taranaki,2016,Female,Ovarian,9,8.7,Female
Waikato,2016,Female,Ovarian,23,7.5,Female
Wairarapa,2016,Female,Ovarian,8,17,Female
Waitemata,2016,Female,Ovarian,31,6.9,Female
West Coast,2016,Female,Ovarian,1,0,Female
Whanganui,2016,Female,Ovarian,5,0,Female
All New Zealand,2016,Female,Thyroid,261,9.1,Female
Auckland,2016,Female,Thyroid,44,15.5,Female
Bay of Plenty,2016,Female,Thyroid,13,7.3,Female
Canterbury,2016,Female,Thyroid,11,3.5,Female
Capital & Coast,2016,Female,Thyroid,11,5.8,Female
Counties Manukau,2016,Female,Thyroid,41,13.6,Female
Hawke's Bay,2016,Female,Thyroid,7,5.6,Female
Hutt Valley,2016,Female,Thyroid,13,14.3,Female
Lakes,2016,Female,Thyroid,6,8.5,Female
MidCentral,2016,Female,Thyroid,9,8.9,Female
Nelson Marlborough,2016,Female,Thyroid,6,5.8,Female
Northland,2016,Female,Thyroid,8,7.4,Female
South Canterbury,2016,Female,Thyroid,3,0,Female
Southern,2016,Female,Thyroid,12,5.9,Female
Tairawhiti,2016,Female,Thyroid,2,0,Female
Taranaki,2016,Female,Thyroid,2,0,Female
Waikato,2016,Female,Thyroid,28,10.7,Female
Wairarapa,2016,Female,Thyroid,3,0,Female
Waitemata,2016,Female,Thyroid,37,10.3,Female
West Coast,2016,Female,Thyroid,3,0,Female
Whanganui,2016,Female,Thyroid,1,0,Female
All New Zealand,2016,Female,Uterine,592,16.7,Female
Auckland,2016,Female,Uterine,53,17.3,Female
Bay of Plenty,2016,Female,Uterine,29,13.2,Female
Canterbury,2016,Female,Uterine,64,14.7,Female
Capital & Coast,2016,Female,Uterine,29,13.8,Female
Counties Manukau,2016,Female,Uterine,97,29.7,Female
Hawke's Bay,2016,Female,Uterine,22,14.6,Female
Hutt Valley,2016,Female,Uterine,14,12.9,Female
Lakes,2016,Female,Uterine,16,19.1,Female
MidCentral,2016,Female,Uterine,26,18.6,Female
Nelson Marlborough,2016,Female,Uterine,22,13.7,Female
Northland,2016,Female,Uterine,21,14.1,Female
South Canterbury,2016,Female,Uterine,3,0,Female
Southern,2016,Female,Uterine,37,13.9,Female
Tairawhiti,2016,Female,Uterine,8,19.7,Female
Taranaki,2016,Female,Uterine,19,18.5,Female
Waikato,2016,Female,Uterine,48,15.2,Female
Wairarapa,2016,Female,Uterine,5,0,Female
Waitemata,2016,Female,Uterine,69,16.5,Female
West Coast,2016,Female,Uterine,6,17.4,Female
Whanganui,2016,Female,Uterine,2,0,Female
All New Zealand,2017,Female,Breast,3301,94.3,Female
Auckland,2017,Female,Breast,314,101.8,Female
Bay of Plenty,2017,Female,Breast,190,96,Female
Canterbury,2017,Female,Breast,396,100.3,Female
Capital & Coast,2017,Female,Breast,217,99.6,Female
Counties Manukau,2017,Female,Breast,319,93.5,Female
Hawke's Bay,2017,Female,Breast,155,103.7,Female
Hutt Valley,2017,Female,Breast,88,77.5,Female
Lakes,2017,Female,Breast,82,102.5,Female
MidCentral,2017,Female,Breast,116,84.1,Female
Nelson Marlborough,2017,Female,Breast,105,78.8,Female
Northland,2017,Female,Breast,167,114.5,Female
South Canterbury,2017,Female,Breast,40,72.7,Female
Southern,2017,Female,Breast,228,92.6,Female
Tairawhiti,2017,Female,Breast,41,107.6,Female
Taranaki,2017,Female,Breast,88,87.5,Female
Waikato,2017,Female,Breast,278,91.8,Female
Wairarapa,2017,Female,Breast,30,70.5,Female
Waitemata,2017,Female,Breast,390,92.9,Female
West Coast,2017,Female,Breast,14,53.7,Female
Whanganui,2017,Female,Breast,39,66.5,Female
All New Zealand,2017,Female,Ovarian,247,6.7,Female
Auckland,2017,Female,Ovarian,23,7.2,Female
Bay of Plenty,2017,Female,Ovarian,12,4.8,Female
Canterbury,2017,Female,Ovarian,27,5.9,Female
Capital & Coast,2017,Female,Ovarian,18,8.6,Female
Counties Manukau,2017,Female,Ovarian,17,5,Female
Hawke's Bay,2017,Female,Ovarian,14,9.9,Female
Hutt Valley,2017,Female,Ovarian,8,6.2,Female
Lakes,2017,Female,Ovarian,4,0,Female
MidCentral,2017,Female,Ovarian,12,10.4,Female
Nelson Marlborough,2017,Female,Ovarian,12,7.8,Female
Northland,2017,Female,Ovarian,9,6.1,Female
South Canterbury,2017,Female,Ovarian,3,0,Female
Southern,2017,Female,Ovarian,27,10.2,Female
Tairawhiti,2017,Female,Ovarian,3,0,Female
Taranaki,2017,Female,Ovarian,11,8.7,Female
Waikato,2017,Female,Ovarian,16,6,Female
Wairarapa,2017,Female,Ovarian,3,0,Female
Waitemata,2017,Female,Ovarian,22,5.1,Female
West Coast,2017,Female,Ovarian,1,0,Female
Whanganui,2017,Female,Ovarian,4,0,Female
All New Zealand,2017,Female,Thyroid,224,7.8,Female
Auckland,2017,Female,Thyroid,24,8.5,Female
Bay of Plenty,2017,Female,Thyroid,15,9.8,Female
Canterbury,2017,Female,Thyroid,14,4.6,Female
Capital & Coast,2017,Female,Thyroid,19,10.5,Female
Counties Manukau,2017,Female,Thyroid,37,11.9,Female
Hawke's Bay,2017,Female,Thyroid,7,6.4,Female
Hutt Valley,2017,Female,Thyroid,5,0,Female
Lakes,2017,Female,Thyroid,6,9.9,Female
MidCentral,2017,Female,Thyroid,8,7.8,Female
Nelson Marlborough,2017,Female,Thyroid,6,6.3,Female
Northland,2017,Female,Thyroid,12,10.6,Female
South Canterbury,2017,Female,Thyroid,2,0,Female
Southern,2017,Female,Thyroid,8,3.4,Female
Tairawhiti,2017,Female,Thyroid,1,0,Female
Taranaki,2017,Female,Thyroid,2,0,Female
Waikato,2017,Female,Thyroid,17,6.7,Female
Wairarapa,2017,Female,Thyroid,2,0,Female
Waitemata,2017,Female,Thyroid,36,10.4,Female
Whanganui,2017,Female,Thyroid,2,0,Female
All New Zealand,2017,Female,Uterine,567,15.6,Female
Auckland,2017,Female,Uterine,57,18.1,Female
Bay of Plenty,2017,Female,Uterine,30,12.7,Female
Canterbury,2017,Female,Uterine,49,11.6,Female
Capital & Coast,2017,Female,Uterine,39,18.4,Female
Counties Manukau,2017,Female,Uterine,70,20.6,Female
Hawke's Bay,2017,Female,Uterine,22,12.7,Female
Hutt Valley,2017,Female,Uterine,16,14.9,Female
Lakes,2017,Female,Uterine,7,8,Female
MidCentral,2017,Female,Uterine,21,13.4,Female
Nelson Marlborough,2017,Female,Uterine,13,8.4,Female
Northland,2017,Female,Uterine,29,19.3,Female
South Canterbury,2017,Female,Uterine,8,13.9,Female
Southern,2017,Female,Uterine,34,13.2,Female
Tairawhiti,2017,Female,Uterine,8,24,Female
Taranaki,2017,Female,Uterine,13,11.8,Female
Waikato,2017,Female,Uterine,58,17.9,Female
Wairarapa,2017,Female,Uterine,9,18.7,Female
Waitemata,2017,Female,Uterine,72,16.8,Female
West Coast,2017,Female,Uterine,2,0,Female
Whanganui,2017,Female,Uterine,9,15.3,Female
All New Zealand,2018,Female,Breast,3558,100.8,Female
Auckland,2018,Female,Breast,330,105.9,Female
Bay of Plenty,2018,Female,Breast,213,104.8,Female
Canterbury,2018,Female,Breast,380,91.9,Female
Capital & Coast,2018,Female,Breast,224,104.1,Female
Counties Manukau,2018,Female,Breast,341,97.3,Female
Hawke's Bay,2018,Female,Breast,156,113.8,Female
Hutt Valley,2018,Female,Breast,119,107.9,Female
Lakes,2018,Female,Breast,99,120.5,Female
MidCentral,2018,Female,Breast,135,98.1,Female
Nelson Marlborough,2018,Female,Breast,116,86.5,Female
Northland,2018,Female,Breast,182,122.6,Female
South Canterbury,2018,Female,Breast,44,87.1,Female
Southern,2018,Female,Breast,217,86.9,Female
Tairawhiti,2018,Female,Breast,39,104.5,Female
Taranaki,2018,Female,Breast,75,79.1,Female
Waikato,2018,Female,Breast,342,109.1,Female
Wairarapa,2018,Female,Breast,46,106.3,Female
Waitemata,2018,Female,Breast,418,99,Female
West Coast,2018,Female,Breast,15,47.1,Female
Whanganui,2018,Female,Breast,64,111.9,Female
All New Zealand,2018,Female,Ovarian,244,6.5,Female
Auckland,2018,Female,Ovarian,19,6.4,Female
Bay of Plenty,2018,Female,Ovarian,16,6,Female
Canterbury,2018,Female,Ovarian,36,8.2,Female
Capital & Coast,2018,Female,Ovarian,10,4.2,Female
Counties Manukau,2018,Female,Ovarian,25,7.2,Female
Hawke's Bay,2018,Female,Ovarian,15,14.9,Female
Hutt Valley,2018,Female,Ovarian,12,10.7,Female
Lakes,2018,Female,Ovarian,4,0,Female
MidCentral,2018,Female,Ovarian,9,4.3,Female
Nelson Marlborough,2018,Female,Ovarian,7,5.1,Female
Northland,2018,Female,Ovarian,7,3.8,Female
South Canterbury,2018,Female,Ovarian,6,9.6,Female
Southern,2018,Female,Ovarian,15,5.1,Female
Taranaki,2018,Female,Ovarian,6,5.4,Female
Waikato,2018,Female,Ovarian,24,6.7,Female
Wairarapa,2018,Female,Ovarian,3,0,Female
Waitemata,2018,Female,Ovarian,23,4.9,Female
West Coast,2018,Female,Ovarian,2,0,Female
Whanganui,2018,Female,Ovarian,5,0,Female
All New Zealand,2018,Female,Thyroid,211,7.2,Female
Auckland,2018,Female,Thyroid,39,13.8,Female
Bay of Plenty,2018,Female,Thyroid,13,6.6,Female
Canterbury,2018,Female,Thyroid,22,6.5,Female
Capital & Coast,2018,Female,Thyroid,10,5.5,Female
Counties Manukau,2018,Female,Thyroid,30,9.2,Female
Hawke's Bay,2018,Female,Thyroid,6,5.8,Female
Hutt Valley,2018,Female,Thyroid,3,0,Female
Lakes,2018,Female,Thyroid,3,0,Female
MidCentral,2018,Female,Thyroid,3,0,Female
Nelson Marlborough,2018,Female,Thyroid,2,0,Female
Northland,2018,Female,Thyroid,13,12.1,Female
South Canterbury,2018,Female,Thyroid,1,0,Female
Southern,2018,Female,Thyroid,11,5.7,Female
Taranaki,2018,Female,Thyroid,1,0,Female
Waikato,2018,Female,Thyroid,15,5.6,Female
Wairarapa,2018,Female,Thyroid,2,0,Female
Waitemata,2018,Female,Thyroid,31,8.2,Female
West Coast,2018,Female,Thyroid,1,0,Female
Whanganui,2018,Female,Thyroid,4,0,Female
All New Zealand,2018,Female,Uterine,641,17.5,Female
Auckland,2018,Female,Uterine,67,21.8,Female
Bay of Plenty,2018,Female,Uterine,34,14.3,Female
Canterbury,2018,Female,Uterine,54,12.9,Female
Capital & Coast,2018,Female,Uterine,29,13.2,Female
Counties Manukau,2018,Female,Uterine,90,26,Female
Hawke's Bay,2018,Female,Uterine,34,25.7,Female
Hutt Valley,2018,Female,Uterine,24,20.5,Female
Lakes,2018,Female,Uterine,13,15.3,Female
MidCentral,2018,Female,Uterine,30,21.3,Female
Nelson Marlborough,2018,Female,Uterine,16,10.6,Female
Northland,2018,Female,Uterine,34,20,Female
South Canterbury,2018,Female,Uterine,11,21.6,Female
Southern,2018,Female,Uterine,38,12.6,Female
Tairawhiti,2018,Female,Uterine,10,32.4,Female
Taranaki,2018,Female,Uterine,25,22.7,Female
Waikato,2018,Female,Uterine,53,16.7,Female
Wairarapa,2018,Female,Uterine,3,0,Female
Waitemata,2018,Female,Uterine,63,13.7,Female
West Coast,2018,Female,Uterine,2,0,Female
Whanganui,2018,Female,Uterine,11,18.5,Female
All New Zealand,2019,Female,Breast,3460,96,Female
Auckland,2019,Female,Breast,302,96.4,Female
Bay of Plenty,2019,Female,Breast,206,96,Female
Canterbury,2019,Female,Breast,417,99.3,Female
Capital & Coast,2019,Female,Breast,199,90,Female
Counties Manukau,2019,Female,Breast,323,91.6,Female
Hawke's Bay,2019,Female,Breast,139,100,Female
Hutt Valley,2019,Female,Breast,129,115.9,Female
Lakes,2019,Female,Breast,83,103.3,Female
MidCentral,2019,Female,Breast,108,76.8,Female
Nelson Marlborough,2019,Female,Breast,128,94.6,Female
Northland,2019,Female,Breast,165,100.9,Female
South Canterbury,2019,Female,Breast,55,105.6,Female
Southern,2019,Female,Breast,243,95.6,Female
Tairawhiti,2019,Female,Breast,36,102.9,Female
Taranaki,2019,Female,Breast,83,83.9,Female
Waikato,2019,Female,Breast,311,101,Female
Wairarapa,2019,Female,Breast,31,78,Female
Waitemata,2019,Female,Breast,413,92.8,Female
West Coast,2019,Female,Breast,23,79.7,Female
Whanganui,2019,Female,Breast,63,105.2,Female
All New Zealand,2019,Female,Ovarian,260,7.1,Female
Auckland,2019,Female,Ovarian,17,5.4,Female
Bay of Plenty,2019,Female,Ovarian,11,5,Female
Canterbury,2019,Female,Ovarian,31,7.1,Female
Capital & Coast,2019,Female,Ovarian,16,7.4,Female
Counties Manukau,2019,Female,Ovarian,19,5.5,Female
Hawke's Bay,2019,Female,Ovarian,15,9.9,Female
Hutt Valley,2019,Female,Ovarian,10,7.4,Female
Lakes,2019,Female,Ovarian,8,8.6,Female
MidCentral,2019,Female,Ovarian,15,11.4,Female
Nelson Marlborough,2019,Female,Ovarian,10,11,Female
Northland,2019,Female,Ovarian,14,7.5,Female
South Canterbury,2019,Female,Ovarian,7,11,Female
Southern,2019,Female,Ovarian,22,8.3,Female
Taranaki,2019,Female,Ovarian,10,12.2,Female
Waikato,2019,Female,Ovarian,15,4.7,Female
Wairarapa,2019,Female,Ovarian,4,0,Female
Waitemata,2019,Female,Ovarian,23,5.3,Female
West Coast,2019,Female,Ovarian,7,26.4,Female
Whanganui,2019,Female,Ovarian,6,8.8,Female
All New Zealand,2019,Female,Thyroid,257,8.6,Female
Auckland,2019,Female,Thyroid,37,12.9,Female
Bay of Plenty,2019,Female,Thyroid,14,9.4,Female
Canterbury,2019,Female,Thyroid,31,9.3,Female
Capital & Coast,2019,Female,Thyroid,13,6.6,Female
Counties Manukau,2019,Female,Thyroid,33,10.2,Female
Hawke's Bay,2019,Female,Thyroid,5,0,Female
Hutt Valley,2019,Female,Thyroid,8,10.1,Female
Lakes,2019,Female,Thyroid,7,8.3,Female
MidCentral,2019,Female,Thyroid,13,11.8,Female
Nelson Marlborough,2019,Female,Thyroid,2,0,Female
Northland,2019,Female,Thyroid,10,9.6,Female
Southern,2019,Female,Thyroid,17,6.9,Female
Tairawhiti,2019,Female,Thyroid,2,0,Female
Taranaki,2019,Female,Thyroid,3,0,Female
Waikato,2019,Female,Thyroid,22,9.5,Female
Wairarapa,2019,Female,Thyroid,2,0,Female
Waitemata,2019,Female,Thyroid,33,8.6,Female
Whanganui,2019,Female,Thyroid,4,0,Female
All New Zealand,2019,Female,Uterine,688,18.4,Female
Auckland,2019,Female,Uterine,58,18.6,Female
Bay of Plenty,2019,Female,Uterine,37,18.1,Female
Canterbury,2019,Female,Uterine,63,14.2,Female
Capital & Coast,2019,Female,Uterine,30,13.2,Female
Counties Manukau,2019,Female,Uterine,98,27.8,Female
Hawke's Bay,2019,Female,Uterine,25,16.8,Female
Hutt Valley,2019,Female,Uterine,28,23.7,Female
Lakes,2019,Female,Uterine,15,16,Female
MidCentral,2019,Female,Uterine,26,15.9,Female
Nelson Marlborough,2019,Female,Uterine,21,12.3,Female
Northland,2019,Female,Uterine,45,27.9,Female
South Canterbury,2019,Female,Uterine,11,17.9,Female
Southern,2019,Female,Uterine,48,17.8,Female
Tairawhiti,2019,Female,Uterine,8,22.1,Female
Taranaki,2019,Female,Uterine,21,18.4,Female
Waikato,2019,Female,Uterine,48,14.6,Female
Wairarapa,2019,Female,Uterine,5,0,Female
Waitemata,2019,Female,Uterine,73,16,Female
West Coast,2019,Female,Uterine,11,40.8,Female
Whanganui,2019,Female,Uterine,15,20.9,Female
All New Zealand,2020,Female,Breast,3440,93.2,Female
Auckland,2020,Female,Breast,298,89.1,Female
Bay of Plenty,2020,Female,Breast,195,91.8,Female
Canterbury,2020,Female,Breast,383,91.2,Female
Capital & Coast,2020,Female,Breast,222,97.2,Female
Counties Manukau,2020,Female,Breast,347,96,Female
Hawke's Bay,2020,Female,Breast,155,108.6,Female
Hutt Valley,2020,Female,Breast,104,88.2,Female
Lakes,2020,Female,Breast,80,99.1,Female
MidCentral,2020,Female,Breast,136,96.4,Female
Nelson Marlborough,2020,Female,Breast,126,90.5,Female
Northland,2020,Female,Breast,171,110,Female
South Canterbury,2020,Female,Breast,46,79.9,Female
Southern,2020,Female,Breast,249,95.5,Female
Tairawhiti,2020,Female,Breast,28,69.2,Female
Taranaki,2020,Female,Breast,94,97.5,Female
Waikato,2020,Female,Breast,278,87,Female
Wairarapa,2020,Female,Breast,38,91.8,Female
Waitemata,2020,Female,Breast,408,89.4,Female
West Coast,2020,Female,Breast,19,80.2,Female
